name, currStatus, capital, 证券机构, 会计事务所, 律师事务所, 资产评估机构
北京天宜上佳高新材料股份有限公司, 5, 6.456, 中审众环会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 中信建投证券股份有限公司, 北京国融兴华资产评估有限责任公司
苏州瀚川智能科技股份有限公司, 5, 4.6758, 致同会计师事务所（特殊普通合伙）, 国浩律师（南京）事务所, 安信证券股份有限公司
虹软科技股份有限公司, 5, 11.3153, 上海立信资产评估有限公司, 华泰联合证券有限责任公司, 立信会计师事务所（特殊普通合伙）, 上海市方达律师事务所, 中信建投证券股份有限公司
南京微创医学科技股份有限公司, 5, 8.9434, 南京证券股份有限公司, 中天运会计师事务所（特殊普通合伙）, 北京金诚同达律师事务所, 江苏银信资产评估房地产估价有限公司, 江苏中天资产评估事务所有限公司
上海微创心脉医疗科技股份有限公司, 5, 6.511, 华菁证券有限公司, 毕马威华振会计师事务所（特殊普通合伙）, 国泰君安证券股份有限公司, 北京德恒律师事务所
宁波容百新能源科技股份有限公司, 5, 16, 天健会计师事务所（特殊普通合伙）, 中信证券股份有限公司, 北京中天华资产评估有限责任公司, 国浩律师（上海）事务所
哈尔滨新光光电科技股份有限公司, 5, 8.7562, 信永中和会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 北京中同华资产评估有限公司, 中信建投证券股份有限公司
西部超导材料科技股份有限公司, 5, 8, 国浩律师（上海）事务所, 中信建投证券股份有限公司, 湖北众联资产评估有限公司, 中审众环会计师事务所（特殊普通合伙）
福建福光股份有限公司首次公开发行股票并在科创板上市, 5, 6.5108, 兴业证券股份有限公司, 上海市锦天城律师事务所, 福建华兴会计师事务所（特殊普通合伙）
安集微电子科技（上海）股份有限公司, 5, 3.031, 毕马威华振会计师事务所（特殊普通合伙）, 北京中同华资产评估有限公司, 上海市锦天城律师事务所, 申万宏源证券承销保荐有限责任公司
中微半导体设备（上海）股份有限公司, 5, 10, 海通证券股份有限公司, 上海市方达律师事务所, 普华永道中天会计师事务所（特殊普通合伙）
西安铂力特增材技术股份有限公司, 5, 7, 信永中和会计师事务所（特殊普通合伙）, 中信建投证券股份有限公司, 正衡资产评估有限责任公司, 北京国枫律师事务所
乐鑫信息科技（上海）股份有限公司, 5, 10.1141, 上海市锦天城律师事务所, 招商证券股份有限公司, 沃克森（北京）国际资产评估有限公司, 天职国际会计师事务所（特殊普通合伙）
深圳光峰科技股份有限公司, 5, 10, 天健会计师事务所（特殊普通合伙）, 华泰联合证券有限责任公司, 北京市君合律师事务所, 广东中广信资产评估有限公司
中国铁路通信信号股份有限公司, 5, 105, 中联资产评估集团有限公司, 安永华明会计师事务所（特殊普通合伙）, 中国国际金融股份有限公司, 北京市中伦律师事务所
澜起科技股份有限公司, 5, 23.0019, 瑞华会计师事务所（特殊普通合伙）, 中信证券股份有限公司, 国浩律师（上海）事务所
浙江杭可科技股份有限公司, 5, 5.4686, 天健会计师事务所（特殊普通合伙）, 坤元资产评估有限公司, 国信证券股份有限公司, 北京市金杜律师事务所
苏州天准科技股份有限公司, 5, 10, 浙江六和律师事务所, 瑞华会计师事务所（特殊普通合伙）, 海通证券股份有限公司, 北京天健兴业资产评估有限公司
苏州华兴源创科技股份有限公司, 5, 10.0892, 华普天健会计师事务所（特殊普通合伙）, 上海市通力律师事务所, 华泰联合证券有限责任公司
烟台睿创微纳技术股份有限公司, 5, 4.5, 信永中和会计师事务所（特殊普通合伙）, 北京市中银律师事务所, 中水致远资产评估有限公司, 中信证券股份有限公司, 中联资产评估集团有限公司
河南仕佳光子科技股份有限公司, 3, 5, 上海市锦天城律师事务所, 致同会计师事务所（特殊普通合伙）, 北京北方亚事资产评估事务所（特殊普通合伙）, 华泰联合证券有限责任公司
宁波天益医疗器械股份有限公司, 3, 5.1, 立信会计师事务所（特殊普通合伙）, 银信资产评估有限公司, 国泰君安证券股份有限公司, 上海市锦天城律师事务所
安徽华恒生物科技股份有限公司科创板IPO, 1, 5.7052, 安徽天禾律师事务所, 中水致远资产评估有限公司, 兴业证券股份有限公司, 容诚会计师事务所（特殊普通合伙）
成都苑东生物制药股份有限公司, 3, 11.61, 北京国枫律师事务所, 中信证券股份有限公司, 天源资产评估有限公司, 中汇会计师事务所（特殊普通合伙）
南亚新材料科技股份有限公司, 3, 9.2, 银信资产评估有限公司, 国浩律师（上海）事务所, 上海申威资产评估有限公司, 光大证券股份有限公司, 天健会计师事务所（特殊普通合伙）
江苏固德威电源科技股份有限公司, 3, 6.9325, 东兴证券股份有限公司, 天衡会计师事务所（特殊普通合伙）, 安徽承义律师事务所, 北京天健兴业资产评估有限公司
江苏康众数字医疗科技股份有限公司, 2, 4.4577, 北京市中伦律师事务所, 中信证券股份有限公司, 江苏中企华中天资产评估有限公司, 立信会计师事务所（特殊普通合伙）
盛美半导体设备（上海）股份有限公司, 2, 18, 立信会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 海通证券股份有限公司, 中联资产评估集团有限公司
北京莱伯泰科仪器股份有限公司, 2, 3.6, 北京市竞天公诚律师事务所, 北京中天华资产评估有限责任公司, 招商证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）
福建福昕软件开发股份有限公司, 2, 4.0736, 兴业证券股份有限公司, 北京中企华资产评估有限责任公司, 北京市竞天公诚律师事务所, 福建华兴会计师事务所（特殊普通合伙）
深圳汉弘数字印刷集团股份有限公司, 2, 6.8253, 北京市中伦律师事务所, 中汇会计师事务所（特殊普通合伙）, 民生证券股份有限公司, 国众联资产评估土地房地产估价有限公司
海南金盘智能科技股份有限公司, 2, 5.4099, 中汇会计师事务所（特殊普通合伙）, 浙商证券股份有限公司, 北京市金杜律师事务所, 银信资产评估有限公司
浙江瑞晟智能科技股份有限公司, 2, 3.9758, 众华会计师事务所（特殊普通合伙）, 万邦资产评估有限公司, 上海市嘉华律师事务所, 民生证券股份有限公司
广东博力威科技股份有限公司, 1, 4.3991, 东莞证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 中京民信(北京)资产评估有限公司, 广东信达律师事务所
杭州品茗安控信息技术股份有限公司, 2, 5.91, 中瑞世联资产评估集团有限公司, 长江证券承销保荐有限公司, 国浩律师（北京）事务所, 天职国际会计师事务所（特殊普通合伙）
西安康拓医疗技术股份有限公司, 1, 5.2348, 中和资产评估有限公司, 华泰联合证券有限责任公司, 中审众环会计师事务所（特殊普通合伙）, 国浩律师（西安）事务所
杭州美迪凯光电科技股份有限公司, 2, 7.6427, 天健会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 中信证券股份有限公司, 坤元资产评估有限公司
上海宏力达信息技术股份有限公司, 2, 12, 华泰联合证券有限责任公司, 国浩律师（上海）事务所, 万隆(上海)资产评估有限公司, 大信会计师事务所（特殊普通合伙）
北京键凯科技股份有限公司, 4, 3.2, 北京北方亚事资产评估事务所（特殊普通合伙）, 北京安杰律师事务所, 普华永道中天会计师事务所（特殊普通合伙）, 中信证券股份有限公司
上海凯赛生物技术股份有限公司, 4, 46.9891, 天健会计师事务所（特殊普通合伙）, 中信证券股份有限公司, 上海立信资产评估有限公司, 上海市锦天城律师事务所
上海健耕医药科技股份有限公司, 2, 11.4348, 银信资产评估有限公司, 上海市通力律师事务所, 国金证券股份有限公司, 大华会计师事务所（特殊普通合伙）
科兴生物制药股份有限公司, 2, 17.0511, 国众联资产评估土地房地产估价有限公司, 中信建投证券股份有限公司, 大华会计师事务所（特殊普通合伙）, 北京市嘉源律师事务所
上海艾力斯医药科技股份有限公司, 2, 15.0268, 中信证券股份有限公司, 上海东洲资产评估有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 上海市通力律师事务所
科美诊断技术股份有限公司, 1, 6.347, 中信证券股份有限公司, 上海众华资产评估有限公司, 北京市竞天公诚律师事务所, 信永中和会计师事务所（特殊普通合伙）
江苏泛亚微透科技股份有限公司, 2, 3, 坤元资产评估有限公司, 天健会计师事务所（特殊普通合伙）, 东方证券承销保荐有限公司, 江苏中企华中天资产评估有限公司, 广东信达律师事务所
呈和科技股份有限公司, 1, 4.5, 北京国枫律师事务所, 广东联信资产评估土地房地产估价有限公司, 立信会计师事务所（特殊普通合伙）, 中信建投证券股份有限公司
苏州敏芯微电子技术股份有限公司, 4, 7.0673, 国泰君安证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 浙江天册律师事务所, 坤元资产评估有限公司
成都盟升电子技术股份有限公司, 4, 5.0784, 立信会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 华泰联合证券有限责任公司
江苏中信博新能源科技股份有限公司, 2, 6.8138, 北京海润天睿律师事务所, 中水致远资产评估有限公司, 安信证券股份有限公司, 立信会计师事务所（特殊普通合伙）
苏州绿的谐波传动科技股份有限公司, 2, 5.4645, 北京天健兴业资产评估有限公司, 天衡会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 国泰君安证券股份有限公司
上海仁会生物制药股份有限公司, 2, 30.0522, 天健会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 坤元资产评估有限公司, 国泰君安证券股份有限公司
杭华油墨股份有限公司, 2, 3.8286, 浙商证券股份有限公司, 坤元资产评估有限公司, 天健会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所
思瑞浦微电子科技（苏州）股份有限公司, 2, 8.5, 海通证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 银信资产评估有限公司
上海新致软件股份有限公司, 2, 5.2459, 立信会计师事务所（特殊普通合伙）, 长江证券承销保荐有限公司, 银信资产评估有限公司, 上海市锦天城律师事务所
微创（上海）网络技术股份有限公司首次公开发行股票并在科创板上市项目, 8, 4.9769, 上海财瑞资产评估有限公司, 国浩律师（上海）事务所, 天职国际会计师事务所（特殊普通合伙）, 中国银河证券股份有限公司
上海正帆科技股份有限公司, 2, 4.4234, 银信资产评估有限公司, 国泰君安证券股份有限公司, 国浩律师（上海）事务所, 容诚会计师事务所（特殊普通合伙）
上海泰坦科技股份有限公司, 2, 5.35, 北京卓信大华资产评估有限公司, 北京德恒律师事务所, 大信会计师事务所（特殊普通合伙）, 中信证券股份有限公司
南京迪威尔高端制造股份有限公司, 5, 5.3215, 江苏公证天业会计师事务所（特殊普通合伙）, 国浩律师（南京）事务所, 华泰联合证券有限责任公司, 江苏金证通资产评估房地产估价有限公司
科大国盾量子技术股份有限公司, 5, 3.0363, 安徽中联国信资产评估有限责任公司, 国元证券股份有限公司, 安徽天禾律师事务所, 华普天健会计师事务所（特殊普通合伙）, 北京经纬仁达资产评估有限公司
前沿生物药业（南京）股份有限公司, 3, 20.0085, 瑞银证券有限责任公司, 国浩律师（南京）事务所, 毕马威华振会计师事务所（特殊普通合伙）
广州安必平医药科技股份有限公司, 4, 3.7387, 中汇会计师事务所（特殊普通合伙）, 广东信达律师事务所, 民生证券股份有限公司
慧翰微电子股份有限公司, 2, 5.31, 上海市瑛明律师事务所, 容诚会计师事务所（特殊普通合伙）, 兴业证券股份有限公司
圣湘生物科技股份有限公司, 2, 5.5658, 湖南启元律师事务所, 西部证券股份有限公司, 北京亚超资产评估有限公司, 中审众环会计师事务所（特殊普通合伙）
浙江中控技术股份有限公司, 2, 16.0661, 坤元资产评估有限公司, 申万宏源证券承销保荐有限责任公司, 北京市金杜律师事务所, 天健会计师事务所（特殊普通合伙）
明冠新材料股份有限公司, 2, 4.1, 天健会计师事务所（特殊普通合伙）, 北京国枫律师事务所, 广东中广信资产评估有限公司, 民生证券股份有限公司
北京赛科希德科技股份有限公司, 4, 3.7072, 容诚会计师事务所（特殊普通合伙）, 中水致远资产评估有限公司, 北京市中伦律师事务所, 中国国际金融股份有限公司
南京伟思医疗科技股份有限公司, 4, 4.6686, 长江证券承销保荐有限公司, 北京天健兴业资产评估有限公司, 天衡会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所
北京诺禾致源科技股份有限公司, 1, 5.0399, 北京市中伦律师事务所, 中信证券股份有限公司, 中和资产评估有限公司, 立信会计师事务所（特殊普通合伙）
武汉菱电汽车电控系统股份有限公司, 1, 5.4729, 北京国枫律师事务所, 中汇会计师事务所（特殊普通合伙）, 长江证券承销保荐有限公司, 银信资产评估有限公司
上海先惠自动化技术股份有限公司, 4, 3.994, 上海申威资产评估有限公司, 上会会计师事务所（特殊普通合伙）, 上海众华资产评估有限公司, 东兴证券股份有限公司, 上海市广发律师事务所
青岛中加特电气股份有限公司, 2, 25.021, 招商证券股份有限公司, 中和资产评估有限公司, 天健会计师事务所（特殊普通合伙）, 北京市中伦律师事务所
广东聚石化学股份有限公司, 2, 4.9046, 光大证券股份有限公司, 北京海润天睿律师事务所, 立信会计师事务所（特殊普通合伙）
江西金达莱环保股份有限公司, 2, 10.0876, 中审众环会计师事务所（特殊普通合伙）, 申港证券股份有限公司, 北京国枫律师事务所, 中铭国际资产评估（北京）有限责任公司
北京天智航医疗科技股份有限公司, 5, 4.52, 北京德恒律师事务所, 上会会计师事务所（特殊普通合伙）, 中信建投证券股份有限公司
安徽皖仪科技股份有限公司, 5, 2.5559, 容诚会计师事务所（特殊普通合伙）, 光大证券股份有限公司, 安徽天禾律师事务所, 中水致远资产评估有限公司
江苏艾迪药业股份有限公司, 4, 7.461, 厦门市大学资产评估土地房地产估价有限责任公司, 华泰联合证券有限责任公司, 上海澄明则正律师事务所, 容诚会计师事务所（特殊普通合伙）
国网智能科技股份有限公司, 1, 10.3417, 中信证券股份有限公司, 致同会计师事务所（特殊普通合伙）, 北京中天和资产评估有限公司, 北京市金杜律师事务所
青岛高测科技股份有限公司, 4, 6, 国信证券股份有限公司, 中铭国际资产评估（北京）有限责任公司, 中兴华会计师事务所（特殊普通合伙）, 北京市中伦律师事务所
路德环境科技股份有限公司, 4, 3.5, 中京民信(北京)资产评估有限公司, 安信证券股份有限公司, 北京德恒律师事务所, 大信会计师事务所（特殊普通合伙）
九号机器人有限公司, 2, 20.7708, 北京市中伦律师事务所, 德勤华永会计师事务所（特殊普通合伙）, 国泰君安证券股份有限公司
辽宁成大生物股份有限公司, 2, 20.4, 中信证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 北京天健兴业资产评估有限公司, 辽宁恒信律师事务所
智洋创新科技股份有限公司首次公开发行股票并在科创板上市项目, 2, 3.4963, 北京德和衡律师事务所, 北京中科华资产评估有限公司, 民生证券股份有限公司, 立信会计师事务所（特殊普通合伙）
芯海科技（深圳）股份有限公司, 2, 5.4515, 天健会计师事务所（特殊普通合伙）, 广东华商律师事务所, 中信证券股份有限公司
中科寒武纪科技股份有限公司, 4, 28.0063, 北京市中伦律师事务所, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 中资资产评估有限公司
天臣国际医疗科技股份有限公司, 2, 3.5983, 安信证券股份有限公司, 国浩律师（上海）事务所, 北京中天和资产评估有限公司, 中天运会计师事务所（特殊普通合伙）
上海康鹏科技股份有限公司, 2, 7, 北京中同华资产评估有限公司, 华泰联合证券有限责任公司, 上海市锦天城律师事务所, 毕马威华振会计师事务所（特殊普通合伙）
广东九联科技股份有限公司, 1, 6.5321, 大华会计师事务所（特殊普通合伙）, 民生证券股份有限公司, 北京市金杜律师事务所, 北京国友大正资产评估有限公司
杭州安旭生物科技股份有限公司, 1, 4.5899, 万隆（上海）资产评估有限公司, 上海市锦天城律师事务所, 信永中和会计师事务所（特殊普通合伙）, 民生证券股份有限公司
成都智明达电子股份有限公司, 1, 4.3623, 国浩律师（上海）事务所, 信永中和会计师事务所（特殊普通合伙）, 中信建投证券股份有限公司
广东鸿铭智能股份有限公司, 2, 3.0153, 国众联资产评估土地房地产估价有限公司, 北京国枫律师事务所, 致同会计师事务所（特殊普通合伙）, 东莞证券股份有限公司
苏州艾隆科技股份有限公司, 1, 4.7699, 北京观韬中茂律师事务所, 海通证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京天健兴业资产评估有限公司
安徽大地熊新材料股份有限公司, 4, 3.5236, 安徽承义律师事务所, 安徽中联国信资产评估有限责任公司, 华泰联合证券有限责任公司, 容诚会计师事务所（特殊普通合伙）
苏州和林微纳科技股份有限公司, 1, 3.27, 北京天健兴业资产评估有限公司, 华菁证券有限公司, 江苏世纪同仁律师事务所, 天衡会计师事务所（特殊普通合伙）
湖南长远锂科股份有限公司, 2, 27.179, 中信证券股份有限公司, 北京中企华资产评估有限责任公司, 北京市嘉源律师事务所, 五矿证券有限公司, 天职国际会计师事务所（特殊普通合伙）
无锡航亚科技股份有限公司, 2, 6.7201, 北京国枫律师事务所, 坤元资产评估有限公司, 江苏公证天业会计师事务所（特殊普通合伙）, 光大证券股份有限公司, 华泰联合证券有限责任公司
江苏浩欧博生物医药股份有限公司, 2, 6.0882, 华泰联合证券有限责任公司, 国浩律师（上海）事务所, 立信会计师事务所（特殊普通合伙）, 北京国融兴华资产评估有限责任公司
上海翼捷工业安全设备股份有限公司, 1, 3.9449, 国金证券股份有限公司, 上海市锦天城律师事务所, 天职国际会计师事务所（特殊普通合伙）, 银信资产评估有限公司
成都极米科技股份有限公司, 2, 12.0006, 北京市大成律师事务所, 开元资产评估有限公司, 信永中和会计师事务所（特殊普通合伙）, 中国国际金融股份有限公司
东来涂料技术（上海）股份有限公司, 2, 4.3125, 银信资产评估有限公司, 东方证券承销保荐有限公司, 北京市大成律师事务所, 立信会计师事务所（特殊普通合伙）
河南翔宇医疗设备股份有限公司, 1, 7.08, 上海市通力律师事务所, 银信资产评估有限公司, 立信会计师事务所（特殊普通合伙）, 海通证券股份有限公司
杭州华光焊接新材料股份有限公司, 4, 3.5552, 中国银河证券股份有限公司, 北京观韬中茂律师事务所, 中汇会计师事务所（特殊普通合伙）, 天源资产评估有限公司
南通星球石墨股份有限公司, 1, 6.1109, 致同会计师事务所（特殊普通合伙）, 华泰联合证券有限责任公司, 北京市中伦律师事务所, 中水致远资产评估有限公司
吉林奥来德光电材料股份有限公司, 2, 6.773, 立信会计师事务所（特殊普通合伙）, 申万宏源证券承销保荐有限责任公司, 北京德恒律师事务所, 北京经纬仁达资产评估有限公司
山西锦波生物医药股份有限公司, 1, 9.0316, 华金证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 北京天圆开资产评估有限公司
上海之江生物科技股份有限公司, 1, 13.5589, 北京中企华资产评估有限责任公司, 海通证券股份有限公司, 上海市锦天城律师事务所, 中汇会计师事务所（特殊普通合伙）
广东纬德信息科技股份有限公司, 1, 4.2049, 天健会计师事务所（特殊普通合伙）, 广东信达律师事务所, 中信证券股份有限公司, 广东中广信资产评估有限公司
苏州世华新材料科技股份有限公司, 2, 8.0365, 江苏公证天业会计师事务所（特殊普通合伙）, 华泰联合证券有限责任公司, 江苏中企华中天资产评估有限公司, 北京国枫律师事务所
江苏柯菲平医药股份有限公司, 1, 15.8954, 江苏世纪同仁律师事务所, 上海立信资产评估有限公司, 天职国际会计师事务所（特殊普通合伙）, 国金证券股份有限公司
合肥江航飞机装备股份有限公司, 4, 5.3108, 中审众环会计师事务所（特殊普通合伙）, 北京市嘉源律师事务所, 中信证券股份有限公司, 北京天健兴业资产评估有限公司, 中航证券有限公司
北京铁科首钢轨道技术股份有限公司, 4, 7.4631, 中信建投证券股份有限公司, 中水致远资产评估有限公司, 北京海润天睿律师事务所, 中兴财光华会计师事务所（特殊普通合伙）
昆山龙腾光电股份有限公司, 4, 15, 上海申威资产评估有限公司, 大信会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 东吴证券股份有限公司
广东晶科电子股份有限公司, 8, 2.3912, 上海市锦天城律师事务所, 中原证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 国众联资产评估土地房地产估价有限公司
深圳市力合微电子股份有限公司, 4, 3.1787, 北京市中伦律师事务所, 国众联资产评估土地房地产估价有限公司, 天健会计师事务所（特殊普通合伙）, 兴业证券股份有限公司
悦康药业集团股份有限公司, 2, 15.05, 上海市瑛明律师事务所, 北京华亚正信资产评估有限公司, 中信证券股份有限公司, 容诚会计师事务所（特殊普通合伙）
成都秦川物联网科技股份有限公司, 5, 4.0698, 四川华信（集团）会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 华安证券股份有限公司, 中联资产评估集团有限公司
南通国盛智能科技集团股份有限公司, 5, 7.6, 申港证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所, 万隆(上海)资产评估有限公司
长沙兴嘉生物工程股份有限公司, 1, 3.2932, 西部证券股份有限公司, 开元资产评估有限公司, 湖南启元律师事务所, 天职国际会计师事务所（特殊普通合伙）
南京森根科技股份有限公司, 1, 5.821, 北京德恒律师事务所, 江苏金证通资产评估房地产估价有限公司, 华泰联合证券有限责任公司, 立信会计师事务所（特殊普通合伙）
深圳市科思科技股份有限公司, 2, 13.0682, 江苏世纪同仁律师事务所, 中天国富证券有限公司, 立信会计师事务所（特殊普通合伙）, 中水致远资产评估有限公司
苏州伟创电气科技股份有限公司IPO, 2, 3.631, 国泰君安证券股份有限公司, 北京市康达律师事务所, 大信会计师事务所（特殊普通合伙）, 国众联资产评估土地房地产估价有限公司
科德数控股份有限公司, 1, 9.7624, 北京观韬中茂律师事务所, 中信证券股份有限公司, 银信资产评估有限公司, 立信会计师事务所（特殊普通合伙）, 中联资产评估集团有限公司
腾景科技股份有限公司, 2, 3.3965, 厦门市大学资产评估土地房地产估价有限责任公司, 兴业证券股份有限公司, 福建至理律师事务所, 致同会计师事务所（特殊普通合伙）
北京盛诺基医药科技股份有限公司, 1, 20.2377, 国众联资产评估土地房地产估价有限公司, 北京市君合律师事务所, 安永华明会计师事务所（特殊普通合伙）, 华西证券股份有限公司
生益电子股份有限公司, 1, 39.609, 东莞证券股份有限公司, 广东联信资产评估土地房地产估价有限公司, 福建华兴会计师事务所（特殊普通合伙）, 北京市康达律师事务所
杭州奥泰生物技术股份有限公司, 1, 3.9838, 天源资产评估有限公司, 申万宏源证券承销保荐有限责任公司, 致同会计师事务所（特殊普通合伙）, 北京市通商律师事务所
爱博诺德（北京）医疗科技股份有限公司, 4, 8.002, 北京市中伦律师事务所, 信永中和会计师事务所（特殊普通合伙）, 招商证券股份有限公司, 北京中和谊资产评估有限公司
四方光电股份有限公司, 2, 5.7, 沃克森（北京）国际资产评估有限公司, 国浩律师（杭州）事务所, 海通证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）
上海派能能源科技股份有限公司, 1, 20, 万隆（上海）资产评估有限公司, 天健会计师事务所（特殊普通合伙）, 上海东洲资产评估有限公司, 上海市锦天城律师事务所, 中信建投证券股份有限公司
北京凯因科技股份有限公司, 1, 10.919, 广东信达律师事务所, 海通证券股份有限公司, 中汇会计师事务所（特殊普通合伙）
青岛海泰新光科技股份有限公司, 2, 8.6237, 国泰君安证券股份有限公司, 北京观韬中茂律师事务所, 北京中同华资产评估有限公司, 安永华明会计师事务所（特殊普通合伙）
深圳市深科达智能装备股份有限公司, 2, 3.4932, 大华会计师事务所（特殊普通合伙）, 安信证券股份有限公司, 广东华商律师事务所
浙江蓝特光学股份有限公司, 2, 7.0733, 天健会计师事务所（特殊普通合伙）, 北京国枫律师事务所, 华泰联合证券有限责任公司, 坤元资产评估有限公司
桂林智神信息技术股份有限公司, 1, 7.7169, 中联国际评估咨询有限公司, 广东华商律师事务所, 天健会计师事务所（特殊普通合伙）, 安信证券股份有限公司
爱威科技股份有限公司, 1, 3.8, 湖南启元律师事务所, 西部证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 开元资产评估有限公司
上海皓元医药股份有限公司, 1, 6.5, 民生证券股份有限公司, 上海市广发律师事务所, 容诚会计师事务所（特殊普通合伙）, 银信资产评估有限公司
杭州爱科科技股份有限公司, 2, 4.7, 海通证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 银信资产评估有限公司, 上海市锦天城律师事务所
上海阿拉丁生化科技股份有限公司, 2, 4.3343, 上海市锦天城律师事务所, 银信资产评估有限公司, 西部证券股份有限公司, 大华会计师事务所（特殊普通合伙）, 北京华亚正信资产评估有限公司
浙江光华科技股份有限公司, 1, 5.8733, 国浩律师（杭州）事务所, 天健会计师事务所（特殊普通合伙）, 国泰君安证券股份有限公司, 坤元资产评估有限公司
芯原微电子（上海）股份有限公司, 4, 7.9, 上海立信资产评估有限公司, 招商证券股份有限公司, 德勤华永会计师事务所（特殊普通合伙）, 上海市方达律师事务所
北京亿华通科技股份有限公司, 4, 12, 国泰君安证券股份有限公司, 银信资产评估有限公司, 北京德恒律师事务所, 信永中和会计师事务所（特殊普通合伙）
优利德科技（中国）股份有限公司, 1, 4.2495, 北京华亚正信资产评估有限公司, 北京市金杜律师事务所, 容诚会计师事务所（特殊普通合伙）, 长城证券股份有限公司
深圳市三旺通信股份有限公司, 1, 4.491, 天职国际会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 中信建投证券股份有限公司, 沃克森（北京）国际资产评估有限公司
常州银河世纪微电子股份有限公司, 1, 3.2205, 银信资产评估有限公司, 国浩律师（杭州）事务所, 中信建投证券股份有限公司, 立信会计师事务所（特殊普通合伙）
会通新材料股份有限公司, 2, 17, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 坤元资产评估有限公司
深圳宜搜天下科技股份有限公司, 8, 6.3774, 银信资产评估有限公司, 北京市环球律师事务所, 安永华明会计师事务所（特殊普通合伙）, 东莞证券股份有限公司
合肥科威尔电源系统股份有限公司, 2, 2.76, 国元证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 安徽天禾律师事务所, 中水致远资产评估有限公司
兰剑智能科技股份有限公司, 2, 3.8186, 中泰证券股份有限公司, 致同会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 北京天健兴业资产评估有限公司
杭州西力智能科技股份有限公司, 1, 3.9719, 天健会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 国金证券股份有限公司, 坤元资产评估有限公司
上纬新材料科技股份有限公司, 2, 2.155, 万隆(上海)资产评估有限公司, 毕马威华振会计师事务所（特殊普通合伙）, 申万宏源证券承销保荐有限责任公司, 国浩律师（上海）事务所
苏州金宏气体股份有限公司, 5, 9.9778, 中水致远资产评估有限公司, 容诚会计师事务所（特殊普通合伙）, 江苏益友天元律师事务所, 招商证券股份有限公司
泽达易盛（天津）科技股份有限公司, 5, 4.367, 东兴证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 坤元资产评估有限公司
无锡市尚沃医疗电子股份有限公司, 2, 3.2762, 北京德恒律师事务所, 江苏金证通资产评估房地产估价有限公司, 中天运会计师事务所（特殊普通合伙）, 中信证券股份有限公司
上海君实生物医药科技股份有限公司, 5, 27, 中水致远资产评估有限公司, 容诚会计师事务所（特殊普通合伙）, 中国国际金融股份有限公司, 北京市嘉源律师事务所
孚能科技（赣州）股份有限公司, 5, 34.3683, 华泰联合证券有限责任公司, 安永华明会计师事务所（特殊普通合伙）, 中联资产评估集团有限公司, 北京市竞天公诚律师事务所
浙江海德曼智能装备股份有限公司, 2, 3.2113, 浙江天册律师事务所, 坤元资产评估有限公司, 天健会计师事务所（特殊普通合伙）, 民生证券股份有限公司
福立旺精密机电（中国）股份有限公司, 1, 5.5, 中汇会计师事务所（特殊普通合伙）, 银信资产评估有限公司, 国浩律师（苏州）事务所, 东吴证券股份有限公司
北京慧辰资道资讯股份有限公司, 4, 5.3258, 山东正源和信资产评估有限公司, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京市金杜律师事务所
无锡芯朋微电子股份有限公司, 4, 5.6577, 华林证券股份有限公司, 江苏公证天业会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所, 江苏中企华中天资产评估有限公司
